ppm,mean,rms,std,slope,label
2.0,1.006858853173606,1.4243049488369328,0.4574973284975044,-0.009181655181584933,False
2.1041615087516106,1.1291285585720467,1.5059358157016258,0.45786154179190847,-0.007974754515492163,False
2.056283579652546,1.2531009270712603,1.5854807004293043,0.4580372769034081,-0.005223979926731156,False
1.9495838845280125,1.3794520129732322,1.6640861161525016,0.45803896159518,-0.0017873638946600769,False
2.0110366092792478,1.5084822500049355,1.7422868406398637,0.45814917793247995,-0.00014775002819467477,False
1.9656642561350037,1.6365714222116483,1.81605969385713,0.4581786654913446,0.0015814569743080199,False
2.0362245797361926,1.7661795312931838,1.8886092774016316,0.45832498245456393,0.0035078614670701574,False
1.9867872326950808,1.897892531288452,1.9607187540724877,0.45869334072506635,0.004629538448071987,False
1.956315286375051,2.029350715554056,2.030004458107942,0.4590599568761684,0.004836793876575574,False
1.983557895987416,2.0343052042550775,2.0349763649916977,0.3862771457828153,0.003112341737945679,False
2.02161737443155,2.0265865692981038,2.0272147232425257,0.3000478856053905,0.004494746965126642,False
2.0644837925072537,2.024288489096746,2.0249032134221894,0.22306906578145388,0.005020711188140835,False
2.049426755307406,2.0286343446834123,2.029157565871239,0.1717536631571601,0.0027412637733882157,False
2.07372974530457,2.027409118271361,2.027948839510031,0.11775048604326613,0.003243271483887952,False
2.10740799992429,2.0338916035441086,2.034387779332688,0.08471933704593174,0.0007175351798900788,False
2.103330948249657,2.029959217276179,2.03050895396568,0.052882599276856776,0.0017422168198439275,False
2.079271819216351,2.0355320538861,2.0360765205448113,0.04995301681663095,0.0013294021902469809,False
1.9806633494400305,2.0422138065481388,2.0426612935964448,0.048111933034530416,0.00024466873164848813,False
2.0195142964308253,2.0477908705697185,2.048191318553904,0.04981115167070183,-0.0012034530279799115,False
2.0191175739146705,2.0488253868809325,2.049216336378694,0.051307927855065764,-0.004019405655085465,False
1.9914329866864275,2.040571388308475,2.0411509392026423,0.051953058268881115,-0.005636635752573836,False
2.069384020498963,2.0333684816728743,2.0341100283125995,0.052744898083392895,-0.006679229906645371,False
1.9733063994493196,2.026518991727632,2.0273002425400186,0.05154551192692926,-0.006075651301016944,False
2.075952618453815,2.020436663422223,2.0211141220195072,0.049300210799618605,-0.004835850984240657,False
2.0632233289676747,2.0137719255988538,2.0143427452295763,0.04641967877022482,-0.0059843690588667516,False
2.0727909203326975,2.0004198419692143,2.00122560522726,0.05087374456951158,-0.00849956192996928,False
2.0381696354109766,1.9887091968977029,1.990152873364803,0.06261542370195308,-0.009466910809932184,False
1.9324198153479302,1.9842033190881052,1.9856570542293142,0.06221789606655339,-0.01062646545730542,False
1.934180249137794,1.9761181616390227,1.9776830095744973,0.06357488324063694,-0.009473602424934408,False
1.9641379061806923,1.9761482727220145,1.9777133334420203,0.06295284629088661,-0.009939900730630512,False
2.010090747037744,1.9678794180137733,1.96931996917799,0.0626758688693341,-0.008583080666321177,False
1.9966951430757485,1.9655210579737135,1.966978036704514,0.061881963208061094,-0.008092619449360546,False
1.8656384811421212,1.9596958467305439,1.9609588983932775,0.0603095794051724,-0.006275244724330875,False
1.7932930282958455,1.9517522127940508,1.9528416322376336,0.060428763303028286,-0.002334887477049812,False
1.9474202514772663,1.949780237537742,1.9507633569375693,0.058207302472152306,0.0018382020433092476,False
1.8897550547293493,1.949869455342125,1.9508566026663934,0.056919385042755344,0.0057546594500473575,False
1.9919147640142993,1.9579250045714365,1.9590847761262657,0.0555844174953712,0.006786535887072594,False
1.9370823451670989,1.964292232255526,1.9655260256533,0.05497450356881784,0.008272153732533654,False
1.9355726388083618,1.9709192834624687,1.9723154228994815,0.05489604529931023,0.011736310993607267,False
1.9827492385631018,1.979936904338797,1.9818127257021718,0.057268642113373326,0.01513938081719357,False
1.9361251859837842,1.987852184311735,1.9900233436882018,0.05753898261597556,0.01964158123177349,False
2.04123931623176,2.0092886196585584,2.0118475384464714,0.06073409975253201,0.019400281682947166,False
